subject,bolus,task,run,tau,time,whole,unlabeled,Motor,Auditory,Basal,dDMN,high,Language,LECN,post,Precuneus,prim,RECN,Salience,vDMN,Visuospatial
sub041,BHB,rest,1,1,1,0.5873423297098634,0.5987186670171263,0.6259998306779886,0.6604088399385624,0.6639207869663043,0.35511422208412047,0.3278920436664381,0.6468664685129316,0.4204721106306452,0.49576660496399355,0.2588090024768152,0.04111984862016665,0.4355126481908593,0.5489856450898403,0.5535135503950381,0.5859377577006644
sub041,BHB,rest,1,1,2,0.6060439031338241,0.6083258401067425,0.5144612675979242,0.38711970483718594,0.4897394612990296,0.43186426030663877,0.2581272399954233,0.6623837823108953,0.5942976246236199,0.6518759583140783,0.32048441957674423,0.009254181027832672,0.38783102475414677,0.6303563599302902,0.4887539067061406,0.3889424717619769
sub041,BHB,rest,1,1,3,0.6001232243840287,0.6036167216243162,0.5925153206257533,0.5018200605348974,0.5289691856326775,0.34956890490943765,0.542574676302478,0.5404886381087693,0.5603411434739625,0.5594414888625695,0.3999440852780417,0.08861607613046302,0.36390223858046866,0.5713536737984696,0.47352684870704725,0.5947284582398629
sub041,BHB,rest,1,1,4,0.6111816729641705,0.6050734585002194,0.2879814365305757,0.33087406049098944,0.5259456588210367,0.25433922220020394,0.5452991630037907,0.6044062412438516,0.6858665895461118,0.6547691417417729,0.4993866797301585,0.30719054477881036,0.5931707935154668,0.47769871581364654,0.5532109709621597,0.6675390779935922
sub041,BHB,rest,1,1,5,0.5813804490060094,0.5775380696922418,0.6194149603132432,0.17170226972315233,0.37775630071321853,0.5185716643756496,0.4839941959108081,0.7185590728809788,0.5440360233961987,0.442655802209991,0.6003860043574015,0.28831202751836266,0.6478993821103185,0.571923366994783,0.5398890620501433,0.5656396176709391
sub041,BHB,rest,1,1,6,0.5628821450008751,0.5626125962852917,0.5952935118420886,0.3962352595466804,0.5453530002852023,0.4160471112973343,0.15905659442976064,0.42836920937107703,0.5308743545412448,0.46682912877986743,0.33720996201185743,0.042554254803389244,0.5745906916738652,0.4491533318426798,0.6714603426130223,0.5134389529514565
sub041,BHB,rest,1,1,7,0.5800267095473562,0.5887387977842368,0.5542480429115638,0.6096715172578314,0.4797835132112054,0.4658385338437169,0.4375148972594133,0.4665533608627904,0.4602685421254889,0.5006007819254241,0.48138038825474266,0.38893657600187265,0.46285987932022027,0.5928469461389814,0.5023256959143745,0.4259496637615693
sub041,BHB,rest,1,1,8,0.5532043888028345,0.5545756212009112,0.5179181016943787,0.7078205500682442,0.4111589095182631,0.5739490245871006,0.3729813851144346,0.5259366525232234,0.5341835491858645,0.5641242008592309,0.27743340599244953,0.3025820618768291,0.505675192580096,0.47078336932734527,0.45166825415985534,0.5585492981767562
sub041,BHB,rest,1,1,9,0.5221472216687355,0.5213604116222702,0.3626979923696705,0.29286073985813527,0.715802917234082,0.4917588649656029,0.45913594777455186,0.46665621984770245,0.5613144262849316,0.5840343573305282,0.36855892679383817,0.12625867024626403,0.46733474941273706,0.6127147780418748,0.44714622726529474,0.44957160629568677
sub041,BHB,rest,1,1,10,0.581744601378739,0.584638008636098,0.46012521811884505,0.37231864723374075,0.6924496186905912,0.45739544140093324,0.4980739984495519,0.6081252906880232,0.5364354040289108,0.5360146501426863,0.49632207546909946,0.38431056220853993,0.5206844513957426,0.5302992434408814,0.5594330556408362,0.6018626131853531
sub041,BHB,rest,1,1,11,0.5877804529931984,0.5900994243986963,0.38913176089799056,0.38121911885377313,0.5411721918963313,0.5146930219812673,0.20210550909940145,0.4699554258290099,0.47079553560510323,0.5243963526475622,0.5717351440008632,0.48311745635759656,0.5343442700085785,0.4639818063481667,0.5225615518730978,0.5555296637927012
sub041,BHB,rest,1,1,12,0.5443328225562561,0.5447064284558325,0.3642791482052333,0.2714466743232767,0.48881682370310703,0.4670115408460626,0.42228766807061574,0.5370584651726686,0.594739175003998,0.5584705698859719,0.37729789413430664,0.03556386208542599,0.5384611547998635,0.6712499374759993,0.531604098907957,0.4420503595274538
sub041,BHB,rest,1,1,13,0.5973189514692216,0.5995155431359898,0.4402232039113626,0.33011901094390245,0.4458866356923484,0.5405944484661831,0.14780044089512365,0.5198712677882478,0.8097164018690027,0.5160489942468303,0.48937223160745863,0.032591088269159366,0.5494704619401455,0.6926096021821119,0.5442627034632822,0.5908294585662633
sub041,BHB,rest,1,1,14,0.6101451087359567,0.6038733425168066,0.5198353312586664,0.05625004553669147,0.5247692078235024,0.4588869002107967,0.39189491088203177,0.6680886048405287,0.7301985800860358,0.5591175922877619,0.38420552063375896,0.04155697274254277,0.5495381141413763,0.7126807700480067,0.6647083577446974,0.6962827986212572
sub041,BHB,rest,1,1,15,0.5928959006075507,0.5884433073930624,0.5354583426194983,0.11968432699519262,0.5072225740669046,0.3999663899560601,0.26160916565779513,0.6342748259878721,0.6557423609376372,0.541424658323968,0.6568235311613368,0.3751401588874226,0.5055799287698138,0.5908756174213442,0.5265768521479838,0.4001591280289386
sub041,BHB,rest,1,1,16,0.5851401714693912,0.5826755292501659,0.41338609597224385,0.27857133987590177,0.5172144281757217,0.4803012326386407,0.2196968451191357,0.4478044448116506,0.6167639806385402,0.54878089851527,0.7107496768485145,0.2331923325258399,0.4686666048861556,0.681127478506193,0.4599899451764787,0.4809812975061792
sub041,BHB,rest,1,1,17,0.5181297230248854,0.515717586604444,0.39193842627885367,0.36724226830997164,0.46736072661666134,0.4316364769937955,0.2697016077813019,0.5094316217558622,0.5898642763288664,0.5266110576044257,0.39874868249531625,0.48128601783000563,0.4941646408825533,0.5944644520882412,0.5328514502495473,0.49847615539125717
sub041,BHB,rest,1,1,18,0.5437850474601685,0.5494572433006611,0.4019517751540798,0.3057386831846979,0.5699659827416708,0.3975797979127937,0.3845471092101742,0.6795767192872085,0.43685878968015507,0.4681613006646304,0.31409321175447175,0.529087548264555,0.46945094667393855,0.4875417976914377,0.5079465360113281,0.4183495097827726
sub041,BHB,rest,1,1,19,0.5529519537176335,0.5563773451044485,0.3059473807638949,0.10543389568404023,0.507334236625574,0.43668221218054154,0.2983803972843323,0.6917118272439029,0.5842554604957221,0.5403539159792877,0.21568145508113595,0.10934767275631159,0.4623647899762185,0.593531896572567,0.5755842255149128,0.42652793081901924
sub041,BHB,rest,1,1,20,0.5316196442308098,0.5380641418916516,0.24892026197522943,0.2984109589993131,0.4130111889827769,0.5738667109036709,0.25850307232566105,0.6532049640153734,0.5776216461169587,0.5000896605526701,0.1987239085401167,0.0450478802982331,0.49996686990015327,0.39954473833625964,0.4662964559284558,0.4886204642699786
sub041,BHB,rest,1,1,21,0.5708893275429224,0.5673893690726207,0.5644557506466404,0.16228882260061478,0.5002450442325687,0.6466630996994454,0.21619125669203945,0.6013672759741868,0.48534848910304346,0.550010160981291,0.18103604265891846,0.07313884274367927,0.5547236242410499,0.5753364292134814,0.4870051769127052,0.47862917090013934
sub041,BHB,rest,1,1,22,0.5478285663692973,0.557129367252056,0.6697061674245635,0.15135170074377038,0.5075746292752319,0.3780203343330326,0.12534844577791857,0.5013870374374046,0.4981658684355646,0.5249327706347582,0.25533957198108004,0.0037369254826146612,0.5072871551007127,0.44198227816904256,0.5056616331717296,0.46492316847452686
sub041,BHB,rest,1,1,23,0.590646719761999,0.5914931316359607,0.6022047894516961,0.4790177888122046,0.510907061183778,0.36174977426169136,0.14941021988241662,0.3984333025085623,0.5181149596643884,0.5359096041914483,0.860229060695196,0.17131229764163372,0.6459852022120417,0.6927063753507546,0.5129509370697596,0.5122694765782886
sub041,BHB,rest,1,2,1,0.6514232105690021,0.6466853682198852,0.6081973799082315,0.43507586443773255,0.48022023793507557,0.5284049398843647,0.49335973864530375,0.6335574140799874,0.5427794513811053,0.5987728470774271,0.4102849885291326,0.05037402964799933,0.5555314887371953,0.6313620270933461,0.6603906972407962,0.7203704081678048
sub041,BHB,rest,1,2,2,0.5397114086864007,0.5507218777524178,0.27792158469731065,0.28819167757133923,0.6675004844098517,0.31178279264401915,0.31941267367649184,0.3394922179956973,0.5829397158008315,0.5413374275486077,0.37983840419635484,0.07936189510263034,0.34754356204698833,0.503739357282825,0.540470340017187,0.5621988643806355
sub041,BHB,rest,1,2,3,0.6338501452306735,0.6245544543052868,0.5686367517772899,0.3486952279556399,0.6173353985443144,0.3993758940337209,0.4300392875520373,0.6959481994866885,0.47804211715807865,0.686631365144621,0.37632048170734184,0.39580662090927343,0.5147755847697078,0.6931527960764402,0.6463915255770419,0.8102963145148941
sub041,BHB,rest,1,2,4,0.6379108325980798,0.6418265655643296,0.6362712328114241,0.34586137039689063,0.554290957516993,0.5128680979135968,0.13172549789774515,0.4342252283170291,0.6420632006414789,0.5044501513376553,0.3243404768339759,0.01887851726044776,0.553354077049182,0.635489170761283,0.6616286984635729,0.6675532730772019
sub041,BHB,rest,1,2,5,0.6073345794938166,0.6016383390557302,0.4730536845995234,0.3737182920441016,0.5171473264918904,0.4693956188094333,0.5083396224659903,0.6236505967568687,0.6514158362603594,0.594299926094734,0.6466115198054672,0.24575777271497337,0.5780752189416862,0.7213552262552699,0.6916823245967917,0.4861231018640365
sub041,BHB,rest,1,2,6,0.5802103237876404,0.587855714635582,0.47729623428125395,0.566160188284658,0.3696291239390275,0.48144104942735966,0.4155855598545326,0.6587265369171116,0.4974458619860061,0.5322259137183302,0.458635845225215,0.4314908308052619,0.44188437775768746,0.5463453653530391,0.4852164317769524,0.5390945718166382
sub041,BHB,rest,1,2,7,0.5660238549859284,0.5677324685235623,0.4123906133705571,0.45154907475969536,0.5698282364287598,0.5119721363709803,0.15467202383138048,0.45367720221082003,0.5871792329613302,0.5129526092654418,0.5933575744401834,0.0863545141250436,0.5107180721852413,0.49800518877434297,0.5920725787614736,0.5109576846671818
sub041,BHB,rest,1,2,8,0.5893764476981233,0.596650574805861,0.5737952402902944,0.45162484685596327,0.5342322004280707,0.4559352473546548,0.20974350430649166,0.6118080666000126,0.4097284841775431,0.5633893440745519,0.29384176616291185,0.42884073212309315,0.6387053275548004,0.44797085081454496,0.590678584349562,0.4876387236294125
sub041,BHB,rest,1,2,9,0.5891524562152145,0.5871088223895806,0.40577852428892774,0.39615226112232815,0.6285471251862852,0.5427435693150755,0.1613135865756514,0.5663703096887985,0.47032376205123994,0.4795308517066695,0.4817341799172926,0.2580518919622759,0.5267714753889152,0.4854462505191198,0.47199032498969834,0.6797094208292045
sub041,BHB,rest,1,2,10,0.5992689383906514,0.6048146033569365,0.36336233457035166,0.33317978297276246,0.6847613502212805,0.3826311024167358,0.5420433511914334,0.45761907841264216,0.611339232315945,0.5510634777407964,0.4460109125587516,0.0988068941490567,0.5947499643307018,0.6036188481565784,0.6065250961569613,0.4060186302894454
sub041,BHB,rest,1,2,11,0.6100092522518502,0.6065394525001625,0.488492684650589,0.3107528950959621,0.4829577043360098,0.5417445677076345,0.3942981935279242,0.5137562892836781,0.6396073895190802,0.6121886410970795,0.6696287657092683,0.5186813184430226,0.5134232697817858,0.657121309961813,0.6323602134151812,0.46591847926800173
sub041,BHB,rest,1,2,12,0.5868690777728773,0.5975189435574608,0.4212014141750464,0.12963072417432123,0.4698849734457302,0.4832694525640443,0.5051052883819327,0.4072481263205884,0.4200414146238876,0.5448500774654327,0.297042474126972,0.002972773816266617,0.43758386062494825,0.6554289062306218,0.47031455358326,0.5409279463710378
sub041,BHB,rest,1,2,13,0.6203612110639917,0.6174393969157927,0.5940111540736295,0.3139537994574637,0.4867544121149063,0.503111089606199,0.34839561443539185,0.4913740970409804,0.6949407345375785,0.5352155044764182,0.7695244487633772,0.07414806101170213,0.5649323804427123,0.6905800606056225,0.5215464016990746,0.4806287279518225
sub041,BHB,rest,1,2,14,0.6336042639198887,0.6297176705798522,0.386519087215453,0.11381819233350426,0.5464730223648918,0.5228944609239051,0.4565597947787201,0.3572052357947349,0.558719496464377,0.5422803492348267,0.5020345885396639,0.41669713162996536,0.4711941827839037,0.7080539452958978,0.7251908649772466,0.669808213810923
sub041,BHB,rest,1,2,15,0.5881190599015178,0.5848999775218623,0.6456341223438067,0.3347769391321371,0.49010982226492417,0.49791792179171784,0.2714409125497834,0.5405858321650516,0.6454689592975366,0.5802505690113634,0.6178216334431179,0.14194782636158265,0.45598579275558193,0.5868985626014935,0.48578615207200115,0.48241623395493904
sub041,BHB,rest,1,2,16,0.6335740747142654,0.6315866127371564,0.41683674493397294,0.3611854608449241,0.5775958117732547,0.47213873108622506,0.10259605625511783,0.6645402706158193,0.28255736077124693,0.5573016006444245,0.6521954057559569,0.2480936853041657,0.4434469518842267,0.49420415807529966,0.6173321894391386,0.6537360986893639
sub041,BHB,rest,1,2,17,0.5346309945597908,0.534983134721763,0.26015418217544906,0.34059373240205526,0.4119963824406159,0.39597317989808717,0.24600264656896245,0.5119221154990076,0.47395118865137836,0.47646069420646464,0.5060058125555137,0.047801530434549315,0.5402577300963526,0.6035520955339917,0.6173479567634325,0.45971614927323357
