0,1,2,3,4
1,False,False,10.0,0.13069528496682833
1,False,False,20.0,0.041892428554179746
1,False,False,30.0,-0.03215632257227069
1,False,False,40.0,-0.015061046276353175
1,False,False,50.0,0.019495919714626078
1,False,False,60.0,0.03259827381955358
1,False,False,70.0,0.04203676087403811
1,False,False,80.0,0.06731763448043755
1,False,False,90.0,0.06737459876255732
1,False,False,100.0,0.04284440893565591
1,False,False,110.0,0.00203246026656318
1,False,False,120.0,-0.03530035312364939
1,False,False,130.0,-0.018826321221787123
1,False,False,140.0,-0.013709590072309236
1,False,False,150.0,0.05512127533269338
1,False,False,160.0,-0.08558539635559456
1,False,False,170.0,-0.2138065797255341
1,False,True,10.0,0.5130147418442355
1,False,True,20.0,0.5161680240308133
1,False,True,30.0,0.5684686577569357
1,False,True,40.0,0.5543375780238768
1,False,True,50.0,0.5691408946231385
1,False,True,60.0,0.5689475395529167
1,False,True,70.0,0.6247442530932009
1,False,True,80.0,0.6340025268110931
1,False,True,90.0,0.6194848116980362
1,False,True,100.0,0.5883827011762277
1,False,True,110.0,0.5580973258492008
1,False,True,120.0,0.5655093755583134
1,False,True,130.0,0.6087232043626777
1,False,True,140.0,0.6265562960579382
1,False,True,150.0,0.588724039687926
1,False,True,160.0,0.47769680794315483
1,False,True,170.0,0.5411736760826418
1,True,False,10.0,-0.5217873707440716
1,True,False,20.0,-0.574420489076173
1,True,False,30.0,-0.5874712156456506
1,True,False,40.0,-0.6071210226324693
1,True,False,50.0,-0.585593650255523
1,True,False,60.0,-0.5672345336171066
1,True,False,70.0,-0.5700057918094009
1,True,False,80.0,-0.5675009841574801
1,True,False,90.0,-0.5535376291706244
1,True,False,100.0,-0.5679424220266717
1,True,False,110.0,-0.6164322202984419
1,True,False,120.0,-0.6257428786950108
1,True,False,130.0,-0.6360838837901117
1,True,False,140.0,-0.6392394261805668
1,True,False,150.0,-0.5368298082037709
1,True,False,160.0,-0.3732726976920708
1,True,False,170.0,-0.0923397058380947
1,True,True,0.0,0.0005031027785473481
1,True,True,10.0,0.0019490440059362797
1,True,True,20.0,-0.001912468146469076
1,True,True,30.0,-0.00656648053580732
1,True,True,40.0,-0.034070327825974835
1,True,True,50.0,-0.04500845902031298
1,True,True,60.0,-0.02847500268518062
1,True,True,70.0,-0.0395437962911743
1,True,True,80.0,-0.029486506867510042
1,True,True,90.0,-0.0059903330577967895
1,True,True,100.0,-0.02636066957091029
1,True,True,110.0,-0.041409754984868395
1,True,True,120.0,-0.00935717025146437
1,True,True,130.0,-0.039162337043658915
1,True,True,140.0,0.013452615120668136
1,True,True,150.0,-0.10555899660011508
1,True,True,160.0,0.0008172638439833818
1,True,True,170.0,0.020298257736021008
2,False,False,10.0,-0.08157055297525843
2,False,False,20.0,-0.09610304600571797
2,False,False,30.0,-0.09814537098874407
2,False,False,40.0,-0.12178311767581322
2,False,False,50.0,-0.12086815602932478
2,False,False,60.0,-0.11794127386283323
2,False,False,70.0,-0.1132909670691634
2,False,False,80.0,-0.1005022985339309
2,False,False,90.0,-0.10927438999451197
2,False,False,100.0,-0.09781779333230721
2,False,False,110.0,-0.08066499250933652
2,False,False,120.0,-0.07186066840051107
2,False,False,130.0,-0.08599507367979868
2,False,False,140.0,-0.05567437991740748
2,False,False,150.0,-0.11542847115430309
2,False,False,160.0,-0.19170916516207873
2,False,False,170.0,-0.4994617375491374
2,False,True,10.0,0.3295528621194123
2,False,True,20.0,0.4054614236968866
2,False,True,30.0,0.4128727957658923
2,False,True,40.0,0.43469044995483397
2,False,True,50.0,0.44147774789655203
2,False,True,60.0,0.4275595704137308
2,False,True,70.0,0.4393632575976273
2,False,True,80.0,0.44876339733624215
2,False,True,90.0,0.450092468805133
2,False,True,100.0,0.4672874889875301
2,False,True,110.0,0.4670967194301522
2,False,True,120.0,0.4722443265580084
2,False,True,130.0,0.4842004191324553
2,False,True,140.0,0.5076074357825582
2,False,True,150.0,0.3534021538394885
2,False,True,160.0,0.29757463113394045
2,True,False,10.0,-0.40698628319985275
2,True,False,20.0,-0.5007829053169741
2,True,False,30.0,-0.6147488245691647
2,True,False,40.0,-0.623668028396455
2,True,False,50.0,-0.6049707657379788
2,True,False,60.0,-0.5892078469945906
2,True,False,70.0,-0.5981666273030077
2,True,False,80.0,-0.5918128266765688
2,True,False,90.0,-0.5872367552447162
2,True,False,100.0,-0.5820183350025329
2,True,False,110.0,-0.5804272667026246
2,True,False,120.0,-0.5979517924234857
2,True,False,130.0,-0.6266586458218726
2,True,False,140.0,-0.6431739388300008
2,True,False,150.0,-0.627730467585754
2,True,False,160.0,-0.6889151812093594
2,True,False,170.0,-0.664291622429662
2,True,True,0.0,-0.0018589927077336656
2,True,True,10.0,-0.00396012652006351
2,True,True,20.0,-0.02941196818520898
2,True,True,30.0,-0.04183955236992612
2,True,True,40.0,-0.0587977592976685
2,True,True,50.0,-0.04638343521820289
2,True,True,60.0,-0.05529518343538913
2,True,True,70.0,-0.05007414993184264
2,True,True,80.0,-0.06989226078348999
2,True,True,90.0,-0.05629383256463727
2,True,True,100.0,-0.04834213407356311
2,True,True,110.0,-0.044804975818319236
2,True,True,120.0,-0.05618655003071533
2,True,True,130.0,-0.06647972301533042
2,True,True,140.0,-0.03995855538543609
2,True,True,150.0,-0.047290287124135404
2,True,True,160.0,-0.1883698170436427
2,True,True,170.0,-0.3220156358171125
3,False,False,10.0,0.14881718566831476
3,False,False,20.0,0.12531667703668128
3,False,False,30.0,0.12653298287732884
3,False,False,40.0,0.11701781248478603
3,False,False,50.0,0.10975147850349933
3,False,False,60.0,0.10196102728995605
3,False,False,70.0,0.10590678209809229
3,False,False,80.0,0.11183528916797693
3,False,False,90.0,0.11239642035264596
3,False,False,100.0,0.10754055619216411
3,False,False,110.0,0.1128652878050021
3,False,False,120.0,0.11254924331065946
3,False,False,130.0,0.1616454902404385
3,False,False,140.0,0.17841665027411507
3,False,False,150.0,0.23378174615649316
3,False,False,160.0,0.1416148409088723
3,False,False,170.0,0.2652130355284452
3,False,True,10.0,0.42976210035213336
3,False,True,20.0,0.5416817245046991
3,False,True,30.0,0.6074964872924838
3,False,True,40.0,0.6103963150988485
3,False,True,50.0,0.6078111056100034
3,False,True,60.0,0.5728689497316195
3,False,True,70.0,0.6054606566941672
3,False,True,80.0,0.5969317462247139
3,False,True,90.0,0.5747171067469911
3,False,True,100.0,0.5885337066341357
3,False,True,110.0,0.5954766858059221
3,False,True,120.0,0.5608645161660011
3,False,True,130.0,0.5682187932307105
3,False,True,140.0,0.5362739299497664
3,False,True,150.0,0.6256971554844565
3,False,True,160.0,0.6390810649973826
3,False,True,170.0,1.0284226160051197
3,True,False,10.0,-0.3018764982624839
3,True,False,20.0,-0.3266730561154171
3,True,False,30.0,-0.3905904038764576
3,True,False,40.0,-0.4503254523153537
3,True,False,50.0,-0.471741173527193
3,True,False,60.0,-0.4251487751000446
3,True,False,70.0,-0.43498414124060214
3,True,False,80.0,-0.42325211616831615
3,True,False,90.0,-0.4404212622349906
3,True,False,100.0,-0.44221954771441874
3,True,False,110.0,-0.40776072983274736
3,True,False,120.0,-0.4103992799227828
3,True,False,130.0,-0.3979265956954395
3,True,False,140.0,-0.3902118156635234
3,True,False,150.0,-0.33135475547334875
3,True,False,160.0,-0.36970163419594715
3,True,False,170.0,-0.18955741174127475
3,True,True,0.0,0.0017675465438566932
3,True,True,10.0,0.02437771348257068
3,True,True,20.0,0.03766391449879197
3,True,True,30.0,0.05646729315747315
3,True,True,40.0,0.02773475751636331
3,True,True,50.0,-0.007578358782877897
3,True,True,60.0,0.017957320651759687
3,True,True,70.0,0.007120550277636672
3,True,True,80.0,-0.02416338007138057
3,True,True,90.0,-0.02077039146891704
3,True,True,100.0,-0.008710609895853953
3,True,True,110.0,-0.011170450736418936
3,True,True,120.0,-0.005847283515449922
3,True,True,130.0,-0.08557403474153626
3,True,True,140.0,-0.05371183991417923
3,True,True,150.0,0.04667969803465219
3,True,True,160.0,0.1588482640540318
4,False,False,10.0,-0.2734405133795533
4,False,False,20.0,-0.2568383480815892
4,False,False,30.0,-0.15873818608034332
4,False,False,40.0,-0.14293197098331203
4,False,False,50.0,-0.13254994302754408
4,False,False,60.0,-0.1407444973501555
4,False,False,70.0,-0.14697161644083148
4,False,False,80.0,-0.16819716994666936
4,False,False,90.0,-0.17751348142132825
4,False,False,100.0,-0.19719955913914847
4,False,False,110.0,-0.19148326311101152
4,False,False,120.0,-0.1672843609459282
4,False,False,130.0,-0.1973639782980951
4,False,False,140.0,-0.2232097260993933
4,False,False,150.0,-0.2954366817875805
4,False,False,160.0,-0.1431903449210975
4,False,True,10.0,0.3901223764237142
4,False,True,20.0,0.43773791088055897
4,False,True,30.0,0.46521749679372393
4,False,True,40.0,0.494539911356016
4,False,True,50.0,0.5146969868309503
4,False,True,60.0,0.5114166582029384
4,False,True,70.0,0.5099683708502094
4,False,True,80.0,0.48395952934778297
4,False,True,90.0,0.5074215679800155
4,False,True,100.0,0.5182157352338831
4,False,True,110.0,0.48773960537622574
4,False,True,120.0,0.4936874947780357
4,False,True,130.0,0.49525990537393094
4,False,True,140.0,0.49188172583084916
4,False,True,150.0,0.5089155372818276
4,False,True,160.0,0.6739782282805662
4,False,True,170.0,0.7140580560830927
4,True,False,10.0,-0.5766347824902903
4,True,False,20.0,-0.6021767573635639
4,True,False,30.0,-0.639019656942955
4,True,False,40.0,-0.5918508405481062
4,True,False,50.0,-0.6296922073466544
4,True,False,60.0,-0.6138902386772936
4,True,False,70.0,-0.6474997784765028
4,True,False,80.0,-0.6474399756603711
4,True,False,90.0,-0.6496799682259543
4,True,False,100.0,-0.6607159950864065
4,True,False,110.0,-0.6565640834520244
4,True,False,120.0,-0.6348574059682344
4,True,False,130.0,-0.6185148949142658
4,True,False,140.0,-0.67174533242206
4,True,False,150.0,-0.7072193647267817
4,True,False,160.0,-0.6693780980759074
4,True,True,0.0,0.00015945239378566844
4,True,True,10.0,0.024060286319053114
4,True,True,20.0,0.038047824477652016
4,True,True,30.0,0.002367417494243693
4,True,True,40.0,0.020317763436915538
4,True,True,50.0,0.035785713967125946
4,True,True,60.0,0.0032144773225632624
4,True,True,70.0,0.013654989755484931
4,True,True,80.0,0.02659355533448222
4,True,True,90.0,0.03953142504969519
4,True,True,100.0,0.029674362838789922
4,True,True,110.0,0.025750600680891692
4,True,True,120.0,0.06425674460902155
4,True,True,130.0,0.07541622302920734
4,True,True,140.0,0.050912124107076025
4,True,True,150.0,0.03223281626244854
4,True,True,160.0,0.004436659503621225
4,True,True,170.0,-0.519492294937571
5,False,False,10.0,0.027649799867522407
5,False,False,20.0,0.13928609693584232
5,False,False,30.0,0.1339340361122819
5,False,False,40.0,0.1500222392901651
5,False,False,50.0,0.16941800692659137
5,False,False,60.0,0.15643084553918596
5,False,False,70.0,0.15356020906942092
5,False,False,80.0,0.14737859343920323
5,False,False,90.0,0.16415525892127003
5,False,False,100.0,0.20148164676718017
5,False,False,110.0,0.21736659912031336
5,False,False,120.0,0.24998925308324282
5,False,False,130.0,0.24022465236692067
5,False,False,140.0,0.2052385757358665
5,False,False,150.0,0.14372428823836994
5,False,False,160.0,-0.004921517332373053
5,False,True,10.0,0.5373913825336946
5,False,True,20.0,0.5238106747385632
5,False,True,30.0,0.5698259905633075
5,False,True,40.0,0.6169906839027347
5,False,True,50.0,0.6401067842413568
5,False,True,60.0,0.6632024565087138
5,False,True,70.0,0.6633158974499131
5,False,True,80.0,0.6545230772249376
5,False,True,90.0,0.6676942026168334
5,False,True,100.0,0.6847707762397122
5,False,True,110.0,0.6865777809343298
5,False,True,120.0,0.6635746296252762
5,False,True,130.0,0.6849587482811244
5,False,True,140.0,0.6603774832789048
5,False,True,150.0,0.662370032220043
5,False,True,160.0,0.7036552909718272
5,True,False,10.0,-0.5566255480295612
5,True,False,20.0,-0.5438318419076666
5,True,False,30.0,-0.5295422882403449
5,True,False,40.0,-0.5376807472542932
5,True,False,50.0,-0.5271325383007374
5,True,False,60.0,-0.5223076809479693
5,True,False,70.0,-0.5307397770153027
5,True,False,80.0,-0.5339910548686789
5,True,False,90.0,-0.5497388603290428
5,True,False,100.0,-0.5482876063536318
5,True,False,110.0,-0.539215011633505
5,True,False,120.0,-0.5186733152202502
5,True,False,130.0,-0.48278873697677754
5,True,False,140.0,-0.49599021775251767
5,True,False,150.0,-0.5251835393437556
5,True,False,160.0,-0.6486895104589128
5,True,False,170.0,-0.866199846969286
5,True,True,0.0,-0.00032107917755333883
5,True,True,10.0,-0.05922155201684052
5,True,True,20.0,-0.10941504996457223
5,True,True,30.0,-0.058429168761211604
5,True,True,40.0,-0.04004841507929989
5,True,True,50.0,-0.037075528350226684
5,True,True,60.0,-0.036995410092197305
5,True,True,70.0,-0.04105518992673941
5,True,True,80.0,-0.03782274711194387
5,True,True,90.0,-0.05023812132733124
5,True,True,100.0,-0.05693635793241747
5,True,True,110.0,-0.05586755625592876
5,True,True,120.0,-0.011680526289755808
5,True,True,130.0,0.02648086553957821
5,True,True,140.0,-0.012940353752280974
5,True,True,150.0,-0.0752860297910287
5,True,True,160.0,-0.030132421733089543
5,True,True,170.0,0.1729038726137035
6,False,False,10.0,0.07578451074778376
6,False,False,20.0,0.005639250807532832
6,False,False,30.0,-0.03333774409945621
6,False,False,40.0,-0.052526363373459485
6,False,False,50.0,-0.06073077319030966
6,False,False,60.0,-0.0626619119395981
6,False,False,70.0,-0.06693650733260241
6,False,False,80.0,-0.07204299812607098
6,False,False,90.0,-0.06735462297763621
6,False,False,100.0,-0.08788205369113918
6,False,False,110.0,-0.1084559932571799
6,False,False,120.0,-0.1122016487342531
6,False,False,130.0,-0.12062663002628768
6,False,False,140.0,-0.06632170445793856
6,False,False,150.0,0.013956488035463639
6,False,False,160.0,0.014527647859572492
6,False,False,170.0,0.04946746328237613
6,False,True,10.0,0.5774662091011014
