0,1,2,3,4
1,False,False,10.0,0.09931224633700436
1,False,False,20.0,0.08964560711749447
1,False,False,30.0,0.0571214493678439
1,False,False,40.0,0.026502400909664974
1,False,False,50.0,0.012744557074836889
1,False,False,60.0,0.0484928846385355
1,False,False,70.0,0.05977652509298004
1,False,False,80.0,0.0717120318554635
1,False,False,90.0,0.05411570576844373
1,False,False,100.0,0.03415058049062377
1,False,False,110.0,0.017690660662371765
1,False,False,120.0,0.02270424841480777
1,False,False,130.0,0.07738910195159088
1,False,False,140.0,0.16526446634807201
1,False,False,150.0,0.25570820197742894
1,False,False,160.0,0.2992447408389064
1,False,False,170.0,0.6732070489761233
1,False,True,10.0,0.4893404872438846
1,False,True,20.0,0.4984386060995199
1,False,True,30.0,0.4956344350966551
1,False,True,40.0,0.508654792363684
1,False,True,50.0,0.5241463807276547
1,False,True,60.0,0.5583663394541936
1,False,True,70.0,0.5429117685447475
1,False,True,80.0,0.5236392835566187
1,False,True,90.0,0.5299157863773943
1,False,True,100.0,0.5382799700418953
1,False,True,110.0,0.5319692595626785
1,False,True,120.0,0.5827810530067837
1,False,True,130.0,0.6198691087404246
1,False,True,140.0,0.6679195204665603
1,False,True,150.0,0.709541062212699
1,False,True,160.0,0.6616492126142317
1,False,True,170.0,0.4843608848317758
1,True,False,10.0,-0.34441718149377953
1,True,False,20.0,-0.4528034794939915
1,True,False,30.0,-0.451001930219859
1,True,False,40.0,-0.43378005468812464
1,True,False,50.0,-0.45829149886621023
1,True,False,60.0,-0.4575025399912343
1,True,False,70.0,-0.44201741462922334
1,True,False,80.0,-0.4403493155698057
1,True,False,90.0,-0.4594540812331312
1,True,False,100.0,-0.46706162777247884
1,True,False,110.0,-0.4658061384812174
1,True,False,120.0,-0.47794683923978143
1,True,False,130.0,-0.41468500194212526
1,True,False,140.0,-0.40478926081602346
1,True,False,150.0,-0.26145822881941866
1,True,False,160.0,-0.3832451559846303
1,True,True,0.0,-0.00011146689735133908
1,True,True,10.0,0.037898652744912845
1,True,True,20.0,0.004524878660952635
1,True,True,30.0,0.0004437583854527232
1,True,True,40.0,0.018989758717907028
1,True,True,50.0,0.011714969285199661
1,True,True,60.0,0.02000081620693621
1,True,True,70.0,0.04644961076368922
1,True,True,80.0,0.04577599630383853
1,True,True,90.0,0.04532376908207157
1,True,True,100.0,0.007751211834384883
1,True,True,110.0,0.013539810134495634
1,True,True,120.0,0.006383929206951171
1,True,True,130.0,0.0026099099362798892
1,True,True,140.0,-0.012463464757330792
1,True,True,150.0,0.002782756879487117
1,True,True,160.0,-0.10529929946667353
1,True,True,170.0,-0.6865878305491611
2,False,False,10.0,0.1103213207112444
2,False,False,20.0,-0.015447353820736346
2,False,False,30.0,0.0004781387427133352
2,False,False,40.0,0.016645253686722768
