0,1,2,3,4
1,False,False,10.0,-0.1707302546589356
1,False,False,20.0,-0.1906358629604789
1,False,False,30.0,-0.16691160258925325
1,False,False,40.0,-0.13322215149161043
1,False,False,50.0,-0.11372084335915764
1,False,False,60.0,-0.10444850083721423
1,False,False,70.0,-0.08892607197283016
1,False,False,80.0,-0.0798015341999072
1,False,False,90.0,-0.06452447467394462
1,False,False,100.0,-0.07617232388761201
1,False,False,110.0,-0.10438151898518798
1,False,False,120.0,-0.09719949762594489
1,False,False,130.0,-0.0681907804924457
1,False,False,140.0,-0.03797309578298258
1,False,False,150.0,-0.05219840677899194
1,False,False,160.0,-0.018590410741588702
1,False,False,170.0,0.142087702749067
1,False,True,10.0,0.415731153198881
1,False,True,20.0,0.4315091672655343
1,False,True,30.0,0.41578134182150284
1,False,True,40.0,0.41991984371589686
1,False,True,50.0,0.42056082788376487
1,False,True,60.0,0.4427402288571917
1,False,True,70.0,0.44942104239152547
1,False,True,80.0,0.45988747765120697
1,False,True,90.0,0.45639192228494324
1,False,True,100.0,0.4769485763760811
1,False,True,110.0,0.46159003098709994
1,False,True,120.0,0.45801262313744223
1,False,True,130.0,0.3918383032713645
1,False,True,140.0,0.3532273290793229
1,False,True,150.0,0.30902189019898135
1,False,True,160.0,0.5950801349146436
1,False,True,170.0,0.8898736329788176
1,True,False,10.0,-0.5766660703906198
1,True,False,20.0,-0.5475436529177343
1,True,False,30.0,-0.5906499512315609
1,True,False,40.0,-0.6017977752765467
1,True,False,50.0,-0.5779066985456841
1,True,False,60.0,-0.5643821632144413
1,True,False,70.0,-0.5769004874977774
1,True,False,80.0,-0.5653759107452208
1,True,False,90.0,-0.5810088335740158
1,True,False,100.0,-0.5828028604478255
1,True,False,110.0,-0.6064158558553971
1,True,False,120.0,-0.6299647814282582
1,True,False,130.0,-0.5947268281875815
1,True,False,140.0,-0.606703424016794
1,True,False,150.0,-0.5342500856753681
1,True,False,160.0,-0.5877315118603171
1,True,False,170.0,-0.23747794586928925
1,True,True,0.0,0.00012490147082375725
1,True,True,10.0,0.023076974433788863
1,True,True,20.0,-0.00685316441579156
1,True,True,30.0,-0.01636908669625097
1,True,True,40.0,-0.05398278053676286
1,True,True,50.0,-0.027616033971775488
1,True,True,60.0,-0.02363808355705966
1,True,True,70.0,-0.02891507861524487
1,True,True,80.0,-0.01339459885331691
1,True,True,90.0,0.0002062116225536432
1,True,True,100.0,0.002143529670669919
1,True,True,110.0,0.0047377966865152395
1,True,True,120.0,-0.00019508293062847076
1,True,True,130.0,-0.02626223379150739
1,True,True,140.0,-0.0729692683847457
1,True,True,150.0,-0.18478046304941895
